"Timestamp","1. What industry do you work in? ","2. What is your occupation? ","3. What country do you live in?","4. What country do you work in (if you work remotely)?","5. Who would you prefer to have your first interview with?","6. How much would you be prepared to pay to register in a recruitment system or web site?","7. During your job search, when would you be prepared to provide your personal information, such as name, surname, and contacts details?","8. Completing or updating your CV for job hunting:","9. Have you ever been asked to recommend someone for a job? ","10. Do you check vacancies elsewhere while being employed? ","11. What part of job search is the most irritating for you?"
"2021/06/02 7:47:29 pm GMT+10","Consumer Goods","Innovation manager ","Switzerland","Switzerland","recruiter of hiring company;hiring manager (team leader, head of project team etc.);director, head of department etc.","$5-10","after I have already received detailed information about the project and know I am interested in it;I have no issues with sharing my personal information at any stage","irritates me as I do not know to write it to stand out from other job applicants;I have a CV, but I do not like amending it for each vacancy;I feel that CV does not reflect on my skills and experience, therefore I see no point in having one","oh yes, often and I do refer whomever I find suitable","yes always, I don't want to miss out on something interesting;yes, I love to follow new trends and technologies","writing a CV;finding too many irrelevant positions;not having any feedback from the employer or recruiter"
"2021/06/02 8:10:11 pm GMT+10","Healthcare","Manager ","Netherlands","Netherlands","recruiter of hiring company;HR/Talent acquisition ","$5-10","I have no issues with sharing my personal information at any stage","irritates me as it's time consuming;irritates me as I do not know to write it to stand out from other job applicants;I have a CV, but I do not like amending it for each vacancy","Yes","yes always, I don't want to miss out on something interesting","writing a CV;It is very time consuming to prepare for test, case studies, etc. "
"2021/06/02 8:50:42 pm GMT+10","Engineering ","Investigation engineer","Australia","Australia ","hiring manager (team leader, head of project team etc.)","$5-10","I am prepared to provide my name only, as I am usually employed when I look for another job and I do not want my employer to find out it","I have a CV, but I do not like amending it for each vacancy","no, never happened to me","yes, I love to follow new trends and technologies","writing a CV;completing a test tasks;finding time to go through all these steps;not having any feedback from the employer or recruiter"
"2021/06/02 9:55:40 pm GMT+10","Accounting ","Accountant","Australia ","Australia","hiring manager (team leader, head of project team etc.)","nothing, it must be free for candidates","after I have already received detailed information about the project and know I am interested in it","it's a part of the process, I am ok with that","oh yes, often and I do refer whomever I find suitable","no, I will if I start to look for new job","finding too many irrelevant positions;not having any feedback from the employer or recruiter"
"2021/06/02 10:26:56 pm GMT+10","Design","Interior designer","Australia","Australia","hiring manager (team leader, head of project team etc.)","$10 or more, depending on what I am getting for this money","I am prepared to provide my name only, as I am usually employed when I look for another job and I do not want my employer to find out it","irritates me as it's time consuming","Yes","yes, I love to follow new trends and technologies","attending recruiter interviews"
"2021/06/02 11:47:45 pm GMT+10","Transport","Accounts ","Australia","Australia ","hiring manager (team leader, head of project team etc.);director, head of department etc.","nothing, it must be free for candidates","I am prepared to provide my name only, as I would not like to join recruiter’s database;I am prepared to provide my name only, as I am usually employed when I look for another job and I do not want my employer to find out it","I would rather talk about myself in person than create a CV","oh yes, often and I do refer whomever I find suitable","no, I will if I start to look for new job","writing a CV;attending recruiter interviews;finding time to go through all these steps;not having any feedback from the employer or recruiter"
"2021/06/03 1:14:40 am GMT+10","Mining","Engineer ","Australia","Australia","hiring manager (team leader, head of project team etc.);director, head of department etc.","$10 or more, depending on what I am getting for this money","after I have already received detailed information about the project and know I am interested in it","irritates me as it's time consuming;I have a CV, but I do not like amending it for each vacancy","no, never happened to me","no, only when I am unemployed","Sorry, have no experience here"
"2021/06/03 1:57:07 am GMT+10","Education","Formateur (Training)","France","France","hiring manager (team leader, head of project team etc.)","nothing, it must be free for candidates","I will provide my details once I receive an offer","it's a part of the process, I am ok with that;I prefer the ePortfolio, the CV is very incomplete","oh yes, often and I do refer whomever I find suitable","yes always, I don't want to miss out on something interesting","completing a test tasks;attending recruiter interviews;I am very experienced and highly skilled in my field, I feel that I must be approached and assessed in a unique way;not having any feedback from the employer or recruiter;the incompetence of recruiters for the recognition of skills is unbearable"
"2021/06/03 3:29:32 am GMT+10","Fashion","Procurement","Netherlands ","Netherlands ","hiring manager (team leader, head of project team etc.)","nothing, it must be free for candidates","after I have already received detailed information about the project and know I am interested in it","it's a part of the process, I am ok with that","oh yes, often and I do refer whomever I find suitable","no, I will if I start to look for new job","completing a test tasks;not having any feedback from the employer or recruiter"
"2021/06/03 8:03:48 am GMT+10","Financial services","Digital marketing ","Australia ","Australia ","recruiter of hiring company;hiring manager (team leader, head of project team etc.)","nothing, it must be free for candidates;not more than $1-2","I am prepared to provide my name only, as I am usually employed when I look for another job and I do not want my employer to find out it","irritates me as it's time consuming;irritates me as I do not know to write it to stand out from other job applicants;I have a CV, but I do not like amending it for each vacancy","oh yes, often and I do refer whomever I find suitable","yes always, I don't want to miss out on something interesting","not having any feedback from the employer or recruiter"
"2021/06/03 8:13:55 am GMT+10","Software Consulting","Software Engineer Consultant","Australia","Australia","recruitment agency representative;hiring manager (team leader, head of project team etc.)","$10 or more, depending on what I am getting for this money;Some form of trial and then monthly","I have no issues with sharing my personal information at any stage","it's a part of the process, I am ok with that;irritates me as I do not know to write it to stand out from other job applicants;I have a CV, but I do not like amending it for each vacancy;I would rather talk about myself in person than create a CV","yes, and I was even paid for that","no, I will if I start to look for new job;no, only when I am unemployed","writing a CV;completing a test tasks"
